http://www.yso.fi/onto/yso/p13226	儿童卖淫
http://www.yso.fi/onto/yso/p17754	脑瘫患者
http://www.yso.fi/onto/yso/p10003	鱼场
http://www.yso.fi/onto/yso/p10005	古代议会大厦
http://www.yso.fi/onto/yso/p1001	意图
http://www.yso.fi/onto/yso/p10025	新世界秃鹫
http://www.yso.fi/onto/yso/p10028	常驻鸟
http://www.yso.fi/onto/yso/p10031	普通杜松
http://www.yso.fi/onto/yso/p10033	塞斯塔庄园
http://www.yso.fi/onto/yso/p10039	延迟利息
http://www.yso.fi/onto/yso/p10042	尿囊
http://www.yso.fi/onto/yso/p10048	梭鱼
http://www.yso.fi/onto/yso/p10053	股东会议
http://www.yso.fi/onto/yso/p10056	事后税评估
http://www.yso.fi/onto/yso/p10057	北方癫痫综合症
http://www.yso.fi/onto/yso/p10064	动物园竞赛
http://www.yso.fi/onto/yso/p10076	听觉学
http://www.yso.fi/onto/yso/p10077	Premiere
http://www.yso.fi/onto/yso/p10078	炒锅菜
http://www.yso.fi/onto/yso/p10079	铸造操作员
http://www.yso.fi/onto/yso/p10080	群岛交通
http://www.yso.fi/onto/yso/p10094	OpenOffice
http://www.yso.fi/onto/yso/p10098	软骨-毛发发育不良
http://www.yso.fi/onto/yso/p1010	收成
http://www.yso.fi/onto/yso/p10101	破产法
http://www.yso.fi/onto/yso/p10103	补助
http://www.yso.fi/onto/yso/p10104	固定装置
http://www.yso.fi/onto/yso/p10109	心脏按摩
http://www.yso.fi/onto/yso/p10111	奶油蛋糕
http://www.yso.fi/onto/yso/p10124	发展理论
http://www.yso.fi/onto/yso/p10128	黑喉潜鸟
http://www.yso.fi/onto/yso/p1013	上帝存在的证据
http://www.yso.fi/onto/yso/p10142	农业顾问
http://www.yso.fi/onto/yso/p10144	数量
http://www.yso.fi/onto/yso/p10151	林业和土方承包商
http://www.yso.fi/onto/yso/p10165	边际税
http://www.yso.fi/onto/yso/p10169	微量元素分析
http://www.yso.fi/onto/yso/p10170	极谱分析
http://www.yso.fi/onto/yso/p10172	元素分析
http://www.yso.fi/onto/yso/p10174	磷酸盐分析
http://www.yso.fi/onto/yso/p10175	定性分析
http://www.yso.fi/onto/yso/p10178	热分析
http://www.yso.fi/onto/yso/p10183	学院图书馆
http://www.yso.fi/onto/yso/p10188	Frugård庄园
http://www.yso.fi/onto/yso/p1019	Photo-Paint
http://www.yso.fi/onto/yso/p10191	环
http://www.yso.fi/onto/yso/p10197	指猴
http://www.yso.fi/onto/yso/p10201	伤悲诗
http://www.yso.fi/onto/yso/p10202	独立报纸
http://www.yso.fi/onto/yso/p10203	膝关节镜检查
http://www.yso.fi/onto/yso/p10204	家庭会议
http://www.yso.fi/onto/yso/p10205	沙莫瓦
http://www.yso.fi/onto/yso/p10207	电视拍摄
http://www.yso.fi/onto/yso/p10209	拼布
http://www.yso.fi/onto/yso/p10220	劳动力供给
http://www.yso.fi/onto/yso/p10222	神经母细胞瘤
http://www.yso.fi/onto/yso/p10223	评估研究
http://www.yso.fi/onto/yso/p10233	奶粉
http://www.yso.fi/onto/yso/p10234	法律援助法
http://www.yso.fi/onto/yso/p10237	声音设计师
http://www.yso.fi/onto/yso/p10238	等离子体物理
http://www.yso.fi/onto/yso/p10239	砖工
http://www.yso.fi/onto/yso/p1024	对人类的罪行
http://www.yso.fi/onto/yso/p10244	间奏曲（室内歌剧）
http://www.yso.fi/onto/yso/p10248	电话网络
http://www.yso.fi/onto/yso/p10249	年轻员工
http://www.yso.fi/onto/yso/p10251	烤面包机
http://www.yso.fi/onto/yso/p10259	黑琵鹭
http://www.yso.fi/onto/yso/p10264	射击运动员
http://www.yso.fi/onto/yso/p10269	快速眼动睡眠
http://www.yso.fi/onto/yso/p10271	西海岸拉力赛
http://www.yso.fi/onto/yso/p10281	孟加拉虎海豹
http://www.yso.fi/onto/yso/p10283	秋天
http://www.yso.fi/onto/yso/p10284	修枝
http://www.yso.fi/onto/yso/p10285	坦佩雷-皮尔卡拉机场
http://www.yso.fi/onto/yso/p10293	欧姆定律
http://www.yso.fi/onto/yso/p10311	国际义务法
http://www.yso.fi/onto/yso/p10315	科学期刊
http://www.yso.fi/onto/yso/p10316	盲肠
http://www.yso.fi/onto/yso/p10318	吠陀宗教
http://www.yso.fi/onto/yso/p10320	铸件
http://www.yso.fi/onto/yso/p10329	矩阵微积分
http://www.yso.fi/onto/yso/p10331	账本
http://www.yso.fi/onto/yso/p10333	外卢机场
http://www.yso.fi/onto/yso/p10335	人体测量学
http://www.yso.fi/onto/yso/p10341	蟒蛇
http://www.yso.fi/onto/yso/p1035	胃镜检查
http://www.yso.fi/onto/yso/p10355	莫伊西奥庄园（库沃拉）
http://www.yso.fi/onto/yso/p10359	肾母细胞瘤
http://www.yso.fi/onto/yso/p10367	轴承
http://www.yso.fi/onto/yso/p10368	填充建设
http://www.yso.fi/onto/yso/p10370	美式英语
http://www.yso.fi/onto/yso/p10372	功能性
http://www.yso.fi/onto/yso/p10377	认知宗教学
http://www.yso.fi/onto/yso/p10384	电话答录机
http://www.yso.fi/onto/yso/p10386	希腊-波斯战争
