http://www.yso.fi/onto/yso/p10003	kalakasvatusrajatised
http://www.yso.fi/onto/yso/p10005	Seisuste maja
http://www.yso.fi/onto/yso/p1001	nihe
http://www.yso.fi/onto/yso/p10025	kondorid
http://www.yso.fi/onto/yso/p10028	paikk linnud
http://www.yso.fi/onto/yso/p10031	kodu kadakas
http://www.yso.fi/onto/yso/p10033	Seestamõis
http://www.yso.fi/onto/yso/p10039	viivist
http://www.yso.fi/onto/yso/p10042	kusepõie
http://www.yso.fi/onto/yso/p10048	haug
http://www.yso.fi/onto/yso/p10053	aktsionäride koosolekud
http://www.yso.fi/onto/yso/p10056	järelevalve maksustamine
http://www.yso.fi/onto/yso/p10057	põhjaepilepsia
http://www.yso.fi/onto/yso/p10064	Eläintarhanajo
http://www.yso.fi/onto/yso/p10076	audioloogia
http://www.yso.fi/onto/yso/p10077	Premiere
http://www.yso.fi/onto/yso/p10078	wokktoidud
http://www.yso.fi/onto/yso/p10079	valajad
http://www.yso.fi/onto/yso/p10080	saaristoliiklus
http://www.yso.fi/onto/yso/p10094	OpenOffice
http://www.yso.fi/onto/yso/p10098	kõhre-hairaepideemia
http://www.yso.fi/onto/yso/p1010	saak
http://www.yso.fi/onto/yso/p10101	pankrotiseadus
http://www.yso.fi/onto/yso/p10103	toetused
http://www.yso.fi/onto/yso/p10104	kinnitused
http://www.yso.fi/onto/yso/p10109	südamesmassaaž
http://www.yso.fi/onto/yso/p10111	kihilised koogid
http://www.yso.fi/onto/yso/p10124	arengu teooriad
http://www.yso.fi/onto/yso/p10128	suurloom
http://www.yso.fi/onto/yso/p1013	jumala tõendid
http://www.yso.fi/onto/yso/p10142	põllumajandusnõustajad
http://www.yso.fi/onto/yso/p10144	arv
http://www.yso.fi/onto/yso/p10151	masinatel töötajad
http://www.yso.fi/onto/yso/p10165	marginaalmaks
http://www.yso.fi/onto/yso/p10169	jälgainete analüüs
http://www.yso.fi/onto/yso/p10170	polaarograafia
http://www.yso.fi/onto/yso/p10172	elementide analüüs
http://www.yso.fi/onto/yso/p10174	fosfaate analüüs
http://www.yso.fi/onto/yso/p10175	kvalitatiivne analüüs
http://www.yso.fi/onto/yso/p10178	termiline analüüs
http://www.yso.fi/onto/yso/p10183	teaduskonna raamatukogud
http://www.yso.fi/onto/yso/p10188	Frugård
http://www.yso.fi/onto/yso/p1019	Photo-Paint
http://www.yso.fi/onto/yso/p10191	Silmukka
http://www.yso.fi/onto/yso/p10197	sõrmeloomad
http://www.yso.fi/onto/yso/p10201	eelkohad
http://www.yso.fi/onto/yso/p10202	iseseisvad ajalehed
http://www.yso.fi/onto/yso/p10203	põlveartroskoopia
http://www.yso.fi/onto/yso/p10204	perenõupidamine
http://www.yso.fi/onto/yso/p10205	samovarid
http://www.yso.fi/onto/yso/p10207	televisioonikaamerad
http://www.yso.fi/onto/yso/p10209	paikkotööd
http://www.yso.fi/onto/yso/p10220	tööjõu pakkumine
http://www.yso.fi/onto/yso/p10222	neuroblastoom
http://www.yso.fi/onto/yso/p10223	hindamisuuring
http://www.yso.fi/onto/yso/p10233	piimapulber
http://www.yso.fi/onto/yso/p10234	õigusabi seadus
http://www.yso.fi/onto/yso/p10237	helikujundajad
http://www.yso.fi/onto/yso/p10238	plasma füüsika
http://www.yso.fi/onto/yso/p10239	telliskivimeistrid
http://www.yso.fi/onto/yso/p1024	inimsusevastane kuritegu
http://www.yso.fi/onto/yso/p10244	intermezzod
http://www.yso.fi/onto/yso/p10248	telefonivõrgud
http://www.yso.fi/onto/yso/p10249	noored töötajad
http://www.yso.fi/onto/yso/p10251	leivapraadijad
http://www.yso.fi/onto/yso/p10259	metsis
http://www.yso.fi/onto/yso/p10264	laskesportlased
http://www.yso.fi/onto/yso/p10269	REM uni
http://www.yso.fi/onto/yso/p10271	Länsirannikon ralli
http://www.yso.fi/onto/yso/p10281	munkhüljed
http://www.yso.fi/onto/yso/p10283	sügis
http://www.yso.fi/onto/yso/p10284	harvendamine
http://www.yso.fi/onto/yso/p10285	Tampere-Pirkkala lennujaam
http://www.yso.fi/onto/yso/p10293	Ohmi seadus
http://www.yso.fi/onto/yso/p10311	rahvusvaheline kohustusõigus
http://www.yso.fi/onto/yso/p10315	teadusajakirjad
http://www.yso.fi/onto/yso/p10316	pimesool
http://www.yso.fi/onto/yso/p10318	vedalik religioon
http://www.yso.fi/onto/yso/p10320	metalltooted
http://www.yso.fi/onto/yso/p10329	maatrikstarvutamine
http://www.yso.fi/onto/yso/p10331	raamatupidamisraamatud
http://www.yso.fi/onto/yso/p10333	Oulu lennujaam
http://www.yso.fi/onto/yso/p10335	antropomeetria
http://www.yso.fi/onto/yso/p10341	boa madud
http://www.yso.fi/onto/yso/p1035	gastroskoopia
http://www.yso.fi/onto/yso/p10355	Moision mõis
http://www.yso.fi/onto/yso/p10359	nefroblastoom
http://www.yso.fi/onto/yso/p10367	laagrit
http://www.yso.fi/onto/yso/p10368	täiendav ehitamine
http://www.yso.fi/onto/yso/p10370	ameerika inglise keel
http://www.yso.fi/onto/yso/p10372	funktsionaalus
http://www.yso.fi/onto/yso/p10377	kognitiivne usu teadus
http://www.yso.fi/onto/yso/p10384	telefonivastajad
http://www.yso.fi/onto/yso/p10386	pärsia sõjad
http://www.yso.fi/onto/yso/p10390	hiiglaslik panda
http://www.yso.fi/onto/yso/p10392	Söderlångvikin mõis
http://www.yso.fi/onto/yso/p10413	seleen
http://www.yso.fi/onto/yso/p10419	kiviraiujaid
http://www.yso.fi/onto/yso/p10421	san inimesed
http://www.yso.fi/onto/yso/p10423	kaasaja lood
http://www.yso.fi/onto/yso/p10424	rahvusvaheline kriminaalõigus
http://www.yso.fi/onto/yso/p10426	türgi keel
http://www.yso.fi/onto/yso/p10430	heinapõld
http://www.yso.fi/onto/yso/p10432	laisked
http://www.yso.fi/onto/yso/p10444	Kulosaari mõis
http://www.yso.fi/onto/yso/p10450	heebrea keel
http://www.yso.fi/onto/yso/p10463	LVI-planeerimine
http://www.yso.fi/onto/yso/p10468	vanasõnad
http://www.yso.fi/onto/yso/p10471	liikmemaksud
http://www.yso.fi/onto/yso/p10483	maamaks
http://www.yso.fi/onto/yso/p10487	JavaServlet
http://www.yso.fi/onto/yso/p10494	paberinukud
http://www.yso.fi/onto/yso/p10495	kunstlik hingamine
http://www.yso.fi/onto/yso/p10504	simbolism
http://www.yso.fi/onto/yso/p10505	õuemusemid
http://www.yso.fi/onto/yso/p10506	mikrolaineahjud
http://www.yso.fi/onto/yso/p10518	LAN Manager
http://www.yso.fi/onto/yso/p1052	väli mängud
http://www.yso.fi/onto/yso/p10521	pesitsus
http://www.yso.fi/onto/yso/p10524	ABAQUS
http://www.yso.fi/onto/yso/p10533	poliitikateooria
http://www.yso.fi/onto/yso/p10534	VMS
http://www.yso.fi/onto/yso/p10543	nikamavälise ketta degeneratsioon
http://www.yso.fi/onto/yso/p10548	pilvine apollo
http://www.yso.fi/onto/yso/p10549	must verivorst
http://www.yso.fi/onto/yso/p10554	monoteism
http://www.yso.fi/onto/yso/p10557	Rorschachi test
http://www.yso.fi/onto/yso/p10558	loosungid
http://www.yso.fi/onto/yso/p10559	õng
http://www.yso.fi/onto/yso/p10562	taimeteadus
http://www.yso.fi/onto/yso/p10563	virtuaalsed rakenduskõrgkoolid
http://www.yso.fi/onto/yso/p10566	APL
http://www.yso.fi/onto/yso/p10584	ninasarvikud
http://www.yso.fi/onto/yso/p10595	tradenomid
http://www.yso.fi/onto/yso/p10598	pabermasinad
http://www.yso.fi/onto/yso/p10606	võlvkojad
http://www.yso.fi/onto/yso/p10608	üleminekuökonoomika
http://www.yso.fi/onto/yso/p10612	filmiprodutsendid
http://www.yso.fi/onto/yso/p10633	Mariehamni lennujaam
http://www.yso.fi/onto/yso/p10634	lõikur-koristajad
http://www.yso.fi/onto/yso/p10639	Microsoft Publisher
http://www.yso.fi/onto/yso/p10640	liiklusloendus
http://www.yso.fi/onto/yso/p10641	struktuurimuutusprogrammid
http://www.yso.fi/onto/yso/p10658	llama
http://www.yso.fi/onto/yso/p10666	WPindex
http://www.yso.fi/onto/yso/p10674	Kellokoski mõis
http://www.yso.fi/onto/yso/p10675	kullakaevajad
http://www.yso.fi/onto/yso/p10681	BASIC
http://www.yso.fi/onto/yso/p10689	mitmeorgandi puudulikkus
http://www.yso.fi/onto/yso/p10698	Ratula mõis
http://www.yso.fi/onto/yso/p10703	sinepipulber
http://www.yso.fi/onto/yso/p10716	grupirehabilitatsioon
http://www.yso.fi/onto/yso/p10723	viin
http://www.yso.fi/onto/yso/p10730	ainuline
http://www.yso.fi/onto/yso/p10738	Åviki mõis
http://www.yso.fi/onto/yso/p10739	meremehed
http://www.yso.fi/onto/yso/p10741	JBuilder
http://www.yso.fi/onto/yso/p1078	koloskoopia
http://www.yso.fi/onto/yso/p10781	osteoporoos
http://www.yso.fi/onto/yso/p10788	sõrmused
http://www.yso.fi/onto/yso/p10793	kolmas riik
http://www.yso.fi/onto/yso/p10794	bibliograafia
http://www.yso.fi/onto/yso/p10803	Päijänne purjetamine
http://www.yso.fi/onto/yso/p10809	kilohail
http://www.yso.fi/onto/yso/p10814	konfiskeerimine
http://www.yso.fi/onto/yso/p10826	Askolani kultuur
http://www.yso.fi/onto/yso/p10832	rahahalduse
http://www.yso.fi/onto/yso/p10835	geoloogilised kaardid
http://www.yso.fi/onto/yso/p10836	kolloidkeemia
http://www.yso.fi/onto/yso/p10839	lehtoängel
http://www.yso.fi/onto/yso/p10841	leivamasinad
http://www.yso.fi/onto/yso/p10849	arheoloogid
